x-axis,1,2
0,2.049748749,4.992462285
0.000001563,2.049748749,4.95226128
0.000003125,2.114070356,5.032663289
0.000004688,2.114070356,4.992462285
0.00000625,2.114070356,4.992462285
0.000007813,2.114070356,4.95226128
0.000009375,2.114070356,4.992462285
0.000010938,2.114070356,4.95226128
0.0000125,2.178391963,4.992462285
0.000014063,2.242713571,4.992462285
0.000015625,2.307035178,4.992462285
0.000017188,2.242713571,4.95226128
0.00001875,2.242713571,4.95226128
0.000020313,2.435678393,0.530150775
0.000021875,2.307035178,-0.032663289
0.000023438,2.371356785,0.007537715
0.000025,2.307035178,0.007537715
0.000026563,2.435678393,-0.032663289
0.000028125,2.371356785,0.007537715
0.000029688,2.5,-0.032663289
0.00003125,2.435678393,0.007537715
0.000032813,2.5,-0.072864294
0.000034375,2.5,-0.032663289
0.000035938,2.5,0.007537715
0.0000375,2.5,-0.072864294
0.000039063,2.564321607,0.007537715
0.000040625,2.628643215,-0.032663289
0.000042188,2.628643215,0.007537715
0.00004375,2.628643215,-0.032663289
0.000045313,2.757286429,0.007537715
0.000046875,2.692964822,-0.032663289
0.000048438,2.692964822,-0.032663289
0.00005,2.821608037,0.007537715
0.000051563,2.821608037,0.007537715
0.000053125,2.821608037,0.007537715
0.000054688,2.821608037,0.007537715
0.00005625,2.885929644,-0.032663289
0.000057813,2.885929644,0.007537715
0.000059375,2.950251251,0.007537715
0.000060938,2.950251251,0.007537715
0.0000625,3.014572859,-0.072864294
0.000064063,2.950251251,-0.032663289
0.000065625,3.014572859,-0.032663289
0.000067188,3.078894466,0.04773872
0.00006875,3.078894466,0.007537715
0.000070313,3.078894466,-0.032663289
0.000071875,3.078894466,0.007537715
0.000073438,3.143216074,0.007537715
0.000075,3.143216074,-0.032663289
0.000076563,3.143216074,-0.032663289
0.000078125,3.207537681,-0.032663289
0.000079688,3.207537681,-0.032663289
0.00008125,3.336180896,-0.032663289
0.000082813,3.271859288,0.007537715
0.000084375,3.271859288,0.007537715
0.000085938,3.336180896,-0.032663289
0.0000875,3.336180896,-0.032663289
0.000089063,3.336180896,0.007537715
0.000090625,3.400502503,0.007537715
0.000092188,3.400502503,-0.032663289
0.00009375,3.46482411,-0.032663289
0.000095313,3.46482411,0.007537715
0.000096875,3.46482411,0.007537715
