v2,V(vgs),Id(J1)
-1.220000000000085e+000,-1.220000e+000,1.946577e-010
-1.210000000000085e+000,-1.210000e+000,2.016348e-010
-1.200000000000085e+000,-1.200000e+000,2.087425e-010
-1.190000000000085e+000,-1.190000e+000,2.159808e-010
-1.180000000000085e+000,-1.180000e+000,2.233497e-010
-1.170000000000085e+000,-1.170000e+000,2.308492e-010
-1.160000000000085e+000,-1.160000e+000,2.384793e-010
-1.150000000000085e+000,-1.150000e+000,2.462400e-010
-1.140000000000085e+000,-1.140000e+000,2.541313e-010
-1.130000000000085e+000,-1.130000e+000,2.621532e-010
-1.120000000000085e+000,-1.120000e+000,2.703057e-010
-1.110000000000085e+000,-1.110000e+000,2.785888e-010
-1.100000000000085e+000,-1.100000e+000,2.870025e-010
-1.090000000000085e+000,-1.090000e+000,2.955468e-010
-1.080000000000084e+000,-1.080000e+000,3.042217e-010
-1.070000000000084e+000,-1.070000e+000,3.130272e-010
-1.060000000000084e+000,-1.060000e+000,3.219633e-010
-1.050000000000084e+000,-1.050000e+000,3.310300e-010
-1.040000000000084e+000,-1.040000e+000,3.402273e-010
-1.030000000000084e+000,-1.030000e+000,3.495552e-010
-1.020000000000084e+000,-1.020000e+000,3.590137e-010
-1.010000000000084e+000,-1.010000e+000,3.686028e-010
-1.000000000000084e+000,-1.000000e+000,3.783225e-010
-9.900000000000844e-001,-9.900000e-001,3.881728e-010
-9.800000000000844e-001,-9.800000e-001,3.981537e-010
-9.700000000000844e-001,-9.700000e-001,4.082652e-010
-9.600000000000843e-001,-9.600000e-001,4.185073e-010
-9.500000000000843e-001,-9.500000e-001,4.288800e-010
-9.400000000000843e-001,-9.400000e-001,4.393833e-010
-9.300000000000843e-001,-9.300000e-001,4.500172e-010
-9.200000000000843e-001,-9.200000e-001,4.607817e-010
-9.100000000000843e-001,-9.100000e-001,4.716768e-010
-9.000000000000843e-001,-9.000000e-001,4.827025e-010
-8.900000000000843e-001,-8.900000e-001,4.938588e-010
-8.800000000000843e-001,-8.800000e-001,5.051457e-010
-8.700000000000843e-001,-8.700000e-001,5.165632e-010
-8.600000000000843e-001,-8.600000e-001,5.281113e-010
-8.500000000000842e-001,-8.500000e-001,5.397900e-010
-8.400000000000842e-001,-8.400000e-001,5.515993e-010
-8.300000000000842e-001,-8.300000e-001,5.635392e-010
-8.200000000000842e-001,-8.200000e-001,5.756097e-010
-8.100000000000842e-001,-8.100000e-001,5.878108e-010
-8.000000000000842e-001,-8.000000e-001,6.001425e-010
-7.900000000000842e-001,-7.900000e-001,6.126048e-010
-7.800000000000842e-001,-7.800000e-001,6.251977e-010
-7.700000000000842e-001,-7.700000e-001,6.379212e-010
-7.600000000000842e-001,-7.600000e-001,6.507753e-010
-7.500000000000842e-001,-7.500000e-001,6.637600e-010
-7.400000000000842e-001,-7.400000e-001,6.768753e-010
-7.300000000000841e-001,-7.300000e-001,6.901212e-010
-7.200000000000841e-001,-7.200000e-001,7.034977e-010
-7.100000000000841e-001,-7.100000e-001,7.170048e-010
-7.000000000000841e-001,-7.000000e-001,7.306425e-010
-6.900000000000841e-001,-6.900000e-001,7.444108e-010
-6.800000000000841e-001,-6.800000e-001,7.583097e-010
-6.700000000000841e-001,-6.700000e-001,7.723392e-010
-6.600000000000841e-001,-6.600000e-001,7.864993e-010
-6.500000000000841e-001,-6.500000e-001,8.007900e-010
-6.400000000000841e-001,-6.400000e-001,8.152113e-010
-6.300000000000841e-001,-6.300000e-001,8.297632e-010
-6.200000000000840e-001,-6.200000e-001,8.444457e-010
-6.100000000000840e-001,-6.100000e-001,8.592588e-010
-6.000000000000840e-001,-6.000000e-001,8.742025e-010
-5.900000000000840e-001,-5.900000e-001,8.892768e-010
-5.800000000000840e-001,-5.800000e-001,9.044817e-010
-5.700000000000840e-001,-5.700000e-001,9.198172e-010
-5.600000000000840e-001,-5.600000e-001,9.352833e-010
-5.500000000000840e-001,-5.500000e-001,9.508800e-010
-5.400000000000840e-001,-5.400000e-001,9.666073e-010
-5.300000000000840e-001,-5.300000e-001,9.824652e-010
-5.200000000000840e-001,-5.200000e-001,9.984537e-010
-5.100000000000839e-001,-5.100000e-001,1.014573e-009
-5.000000000000839e-001,-5.000000e-001,1.030823e-009
-4.900000000000839e-001,-4.900000e-001,1.047203e-009
-4.800000000000839e-001,-4.800000e-001,1.063714e-009
-4.700000000000839e-001,-4.700000e-001,1.080355e-009
-4.600000000000839e-001,-4.600000e-001,1.097127e-009
-4.500000000000839e-001,-4.500000e-001,1.114030e-009
-4.400000000000839e-001,-4.400000e-001,1.131063e-009
-4.300000000000839e-001,-4.300000e-001,1.148227e-009
-4.200000000000839e-001,-4.200000e-001,1.165522e-009
-4.100000000000839e-001,-4.100000e-001,1.182947e-009
-4.000000000000838e-001,-4.000000e-001,1.200502e-009
-3.900000000000838e-001,-3.900000e-001,1.218189e-009
-3.800000000000838e-001,-3.800000e-001,1.236006e-009
-3.700000000000838e-001,-3.700000e-001,1.253953e-009
-3.600000000000838e-001,-3.600000e-001,1.272031e-009
-3.500000000000838e-001,-3.500000e-001,1.290240e-009
-3.400000000000838e-001,-3.400000e-001,1.308579e-009
-3.300000000000838e-001,-3.300000e-001,1.327049e-009
-3.200000000000838e-001,-3.200000e-001,1.345650e-009
-3.100000000000838e-001,-3.100000e-001,1.364381e-009
-3.000000000000838e-001,-3.000000e-001,1.383243e-009
-2.900000000000838e-001,-2.900000e-001,1.402235e-009
-2.800000000000837e-001,-2.800000e-001,1.421358e-009
-2.700000000000837e-001,-2.700000e-001,1.440611e-009
-2.600000000000837e-001,-2.600000e-001,1.459995e-009
-2.500000000000837e-001,-2.500000e-001,1.479510e-009
-2.400000000000837e-001,-2.400000e-001,1.499155e-009
-2.300000000000837e-001,-2.300000e-001,1.518931e-009
-2.200000000000837e-001,-2.200000e-001,1.538838e-009
-2.100000000000837e-001,-2.100000e-001,1.558875e-009
-2.000000000000837e-001,-2.000000e-001,1.579042e-009
-1.900000000000837e-001,-1.900000e-001,1.599341e-009
-1.800000000000837e-001,-1.800000e-001,1.619770e-009
-1.700000000000836e-001,-1.700000e-001,1.640329e-009
-1.600000000000836e-001,-1.600000e-001,1.661019e-009
-1.500000000000836e-001,-1.500000e-001,1.681840e-009
-1.400000000000836e-001,-1.400000e-001,1.702791e-009
-1.300000000000836e-001,-1.300000e-001,1.723873e-009
-1.200000000000836e-001,-1.200000e-001,1.745086e-009
-1.100000000000836e-001,-1.100000e-001,1.766429e-009
-1.000000000000836e-001,-1.000000e-001,1.787902e-009
-9.000000000008362e-002,-9.000000e-002,1.809507e-009
-8.000000000008363e-002,-8.000000e-002,1.831242e-009
-7.000000000008363e-002,-7.000000e-002,1.853107e-009
-6.000000000008363e-002,-6.000000e-002,1.875103e-009
-5.000000000008363e-002,-5.000000e-002,1.897230e-009
-4.000000000008363e-002,-4.000000e-002,1.919487e-009
-3.000000000008363e-002,-3.000000e-002,1.941875e-009
-2.000000000008362e-002,-2.000000e-002,1.964394e-009
-1.000000000008362e-002,-1.000000e-002,1.987043e-009
0.000000000000000e+000,0.000000e+000,2.009823e-009
