Agilent Power Supply (V),Agilent Power Supply (A),Keithley (V),Keithley (A),Fluke Multimeter (V)
1.669906,0.000000,-0.000001,8.329206E-6,-0.250900
1.670789,0.000000,0.499958,5.371984E-6,-0.251100
1.670698,0.000000,0.999988,4.802308E-6,-0.251300
1.670653,0.000000,1.499968,4.449725E-6,-0.251510
1.670721,0.000000,1.999892,4.301850E-6,-0.251720
1.670653,0.000000,2.499610,4.123744E-6,-0.251930
1.670563,0.000000,2.999575,3.960886E-6,-0.252140
