Agilent Power Supply (V),Agilent Power Supply (A),Keithley (V),Keithley (A),Agilent Multimeter (V),Fluke Multimeter (V)
2.670142,0.000000,13.498790,7.655731E-6,0.007873,-0.380690
2.669984,0.000000,13.999380,7.632036E-6,0.007857,-0.381000
2.670052,0.000000,14.499630,7.618530E-6,0.007844,-0.381310
2.670120,0.000000,14.999880,7.601448E-6,0.007828,-0.381620
2.670165,0.000000,15.499230,7.593848E-6,0.007815,-0.381930
2.670165,0.000000,15.998240,7.574641E-6,0.007800,-0.382250
3.670125,0.000000,-0.000006,12.648240E-6,0.012786,-0.382610
3.670329,0.000000,0.499957,12.337180E-6,0.012542,-0.382930
3.670352,0.000000,0.999980,12.184470E-6,0.012399,-0.383240
3.670397,0.000000,1.499967,12.073740E-6,0.012304,-0.383550
3.670216,0.000000,1.999886,12.009800E-6,0.012228,-0.383860
3.670306,0.000000,2.499580,11.912360E-6,0.012137,-0.384170
3.670306,0.000000,2.999545,11.831000E-6,0.012058,-0.384480
3.670420,0.000000,3.500113,11.757240E-6,0.011982,-0.384780
3.670306,0.000000,4.000692,11.685660E-6,0.011910,-0.385100
3.670261,0.000000,4.499924,11.614530E-6,0.011854,-0.385410
3.670306,0.000000,4.999454,11.570520E-6,0.011801,-0.385710
3.670306,0.000000,5.499313,11.513090E-6,0.011746,-0.386020
3.670397,0.000000,5.999610,11.482310E-6,0.011708,-0.386330
3.670352,0.000000,6.500215,11.417750E-6,0.011651,-0.386640
3.670352,0.000000,7.000215,11.385320E-6,0.011640,-0.386940
3.670352,0.000000,7.499452,11.361680E-6,0.011593,-0.387250
3.670329,0.000000,7.999015,11.339210E-6,0.011573,-0.387560
3.670352,0.000000,8.499532,11.297900E-6,0.011527,-0.387870
3.670420,0.000000,8.999859,11.300380E-6,0.011535,-0.388170
3.670420,0.000000,9.500362,11.237130E-6,0.011483,-0.388470
3.670352,0.000000,9.999999,11.216840E-6,0.011447,-0.388790
3.670397,0.000000,10.499250,11.195120E-6,0.011427,-0.389090
3.670374,0.000000,10.999390,11.179570E-6,0.011402,-0.389400
3.670352,0.000000,11.499610,11.142580E-6,0.011368,-0.389700
3.670329,0.000000,12.000270,11.141160E-6,0.011381,-0.390000
3.670374,0.000000,12.500070,11.114290E-6,0.011338,-0.390300
3.670284,0.000000,12.999190,11.112140E-6,0.011352,-0.390600
3.670261,0.000000,13.498710,11.059000E-6,0.011285,-0.390910
3.670238,0.000000,13.999290,11.035520E-6,0.011261,-0.391220
3.670238,0.000000,14.499530,10.998580E-6,0.011234,-0.391520
3.670238,0.000000,14.999760,10.984500E-6,0.011228,-0.391830
3.670284,0.000000,15.499150,10.946580E-6,0.011179,-0.392130
3.670284,0.000000,15.998130,10.936080E-6,0.011162,-0.392440
4.670013,0.000000,-0.000005,15.654070E-6,0.015764,-0.392790
4.670240,0.000000,0.499953,15.404460E-6,0.015604,-0.393100
4.670308,0.000000,0.999981,15.271190E-6,0.015521,-0.393410
4.670195,0.000000,1.499968,15.236370E-6,0.015456,-0.393720
4.670285,0.000000,1.999891,15.167260E-6,0.015412,-0.394020
4.670240,0.000000,2.499589,15.122300E-6,0.015375,-0.394330
4.670240,0.000000,2.999566,15.092940E-6,0.015366,-0.394630
4.670218,0.000000,3.500138,15.107290E-6,0.015375,-0.394940
4.670240,0.000000,4.000700,15.116760E-6,0.015351,-0.395250
4.670218,0.000000,4.499935,15.094150E-6,0.015289,-0.395550
4.670263,0.000000,4.999451,15.143900E-6,0.015431,-0.395860
4.670172,0.000000,5.499336,15.388040E-6,0.015694,-0.396170
4.670263,0.000000,5.999624,15.358470E-6,0.015620,-0.396470
4.670218,0.000000,6.500224,15.338940E-6,0.015613,-0.396770
4.670218,0.000000,7.000239,15.566620E-6,0.015920,-0.397080
4.670331,0.000000,7.499469,15.920330E-6,0.016252,-0.397390
4.670240,0.000000,7.999032,15.970460E-6,0.016270,-0.397690
4.670218,0.000000,8.499559,16.158960E-6,0.016439,-0.397990
4.670127,0.000000,8.999871,16.009460E-6,0.016221,-0.398300
4.670263,0.000000,9.500352,16.063040E-6,0.016380,-0.398610
4.670263,0.000000,10.000020,16.397750E-6,0.016780,-0.398900
4.670218,0.000000,10.499250,16.670740E-6,0.017034,-0.399210
4.670149,0.000000,10.999380,16.848300E-6,0.017128,-0.399510
4.670195,0.000000,11.499640,16.204110E-6,0.016417,-0.399820
4.670353,0.000000,12.000290,16.912390E-6,0.016790,-0.400120
4.670263,0.000000,12.500110,16.785110E-6,0.017057,-0.400420
4.670285,0.000000,12.999190,17.031890E-6,0.017367,-0.400720
4.670218,0.000000,13.498690,17.393620E-6,0.017699,-0.401020
4.670308,0.000000,13.999300,17.544730E-6,0.017805,-0.401320
4.670172,0.000000,14.499510,17.620690E-6,0.017905,-0.401620
4.670263,0.000000,14.999800,17.687870E-6,0.017940,-0.401930
4.670240,0.000000,15.499130,17.703760E-6,0.017964,-0.402230
4.670263,0.000000,15.998150,17.702910E-6,0.017959,-0.402540
5.669875,0.000000,-0.000004,26.715500E-6,0.025743,-0.402890
5.670034,0.000000,0.499955,24.286900E-6,0.024366,-0.403210
5.669989,0.000000,0.999982,23.778180E-6,0.024032,-0.403510
5.670125,0.000000,1.499965,23.705220E-6,0.023788,-0.403810
5.670102,0.000000,1.999890,23.575830E-6,0.023984,-0.404120
5.670170,0.000000,2.499608,23.932830E-6,0.024279,-0.404420
5.670147,0.000000,2.999571,23.474950E-6,0.023929,-0.404730
5.670215,0.000000,3.500161,23.989930E-6,0.023955,-0.405030
5.670170,0.000000,4.000722,25.185790E-6,0.024563,-0.405340
5.670125,0.000000,4.499946,23.301410E-6,0.023520,-0.405630
5.670034,0.000000,4.999461,22.912610E-6,0.026243,-0.405940
5.670170,0.000000,5.499349,23.370390E-6,0.022972,-0.406230
5.670079,0.000000,5.999646,22.599660E-6,0.022368,-0.406540
5.670215,0.000000,6.500229,22.257980E-6,0.022319,-0.406830
5.670215,0.000000,7.000256,22.758010E-6,0.023064,-0.407140
5.670125,0.000000,7.499481,22.897660E-6,0.023150,-0.407430
5.670147,0.000000,7.999032,22.744130E-6,0.022940,-0.407720
5.670125,0.000000,8.499584,22.900570E-6,0.023128,-0.408020
5.670034,0.000000,8.999872,22.891960E-6,0.023108,-0.408320
5.670215,0.000000,9.500383,22.911070E-6,0.023049,-0.408630
5.670056,0.000000,10.000040,22.768720E-6,0.023114,-0.408930
5.670034,0.000000,10.499310,23.140170E-6,0.023202,-0.409220
5.669989,0.000000,10.999400,22.912110E-6,0.023181,-0.409530
5.670079,0.000000,11.499650,23.049590E-6,0.023259,-0.409830
5.670034,0.000000,12.000300,22.975320E-6,0.023199,-0.410120
5.670079,0.000000,12.500100,22.880110E-6,0.023133,-0.410420
5.670170,0.000000,12.999230,22.831430E-6,0.023012,-0.410730
5.670079,0.000000,13.498700,22.635680E-6,0.022780,-0.411030
5.669966,0.000000,13.999290,22.375990E-6,0.022578,-0.411330
5.670079,0.000000,14.499540,22.193830E-6,0.022329,-0.411620
5.669989,0.000000,14.999780,21.856300E-6,0.022001,-0.411920
5.670125,0.000000,15.499150,21.570620E-6,0.021708,-0.412220
5.670034,0.000000,15.998140,21.223160E-6,0.021418,-0.412530
